DATA_ID,DATASET,ANNOTATOR_ID,STUDY_PART,ORDER,LABEL_ID,ORIGINAL_LABEL,ORIGINAL_CONFIDENCE,EVIDENCE,QUESTION_DO_YOU_THINK_OTHER_PEOPLE_MIGHT_CHOOSE_A_DIFFERENT_ANSWER_THAN_YOU_DID,QUESTION_WHY_DO_YOU_THINK_OTHER_PEOPLE_MIGHT_CHOOSE_A_DIFFERENT_ANSWER,QUESTION_PLEASE_ELABORATE_ON_YOUR_ANSWER_TO_THE_PREVIOUS_QUESTION_EXPLAINING_WHY_YOU_THINK_OTHER_PEOPLE_MIGHT_CHOOSE_A_DIFFERENT_ANSWER,QUESTION_IF_THERE_WERE_OTHER_PEOPLE_WHO_CHOSE_A_DIFFERENT_ANSWER_THAN_YOU_DID_DO_YOU_THINK_A_GROUP_DISCUSSION_WOULD_HELP_TO_RESOLVE_THE_CASE,DELIBERATION_ID
19183,deliberation-sarcasm,1083,breadth,3,5475,sarcastic,0.5,"[{""comment"": ""Calling this movie a fad and wishing it a quick death is entertaining and talks about question's rather it is that good."", ""start"": 1090, ""end"": 1262, ""quote"": ""But is the film deserving of such attention? No, its not well made, the acting is boring and bad and the movie is unintentially funny. Lets hope this fad dies a quick death""}]",I expect most people to agree with me.,,,,334
19183,deliberation-sarcasm,8417,breadth,11,6019,sarcastic,0.5,"[{""comment"": ""Seems like it's poking fun at the movie by using sarcasm."", ""start"": 800, ""end"": 940, ""quote"": ""Guys know, sensitivity is a hard thing to fake, but if you fake it well then you, just like this film,  will be real popular with the ladies""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind.""]", This could be kind of confused with sarcasm I guess.,"No, a group discussion would not help to resolve the case.",
19183,deliberation-sarcasm,474,depth,11,3957,not_sarcastic,1,"[{""comment"": """", ""start"": 1090, ""end"": 1223, ""quote"": ""But is the film deserving of such attention? No, its not well made, the acting is boring and bad and the movie is unintentially funny""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,1571,breadth,11,5263,not_sarcastic,1,"[{""comment"": """", ""start"": 1090, ""end"": 1223, ""quote"": ""But is the film deserving of such attention? No, its not well made, the acting is boring and bad and the movie is unintentially funny""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,8426,breadth,3,5447,not_sarcastic,0.5,"[{""comment"": """", ""start"": 1090, ""end"": 1223, ""quote"": ""But is the film deserving of such attention? No, its not well made, the acting is boring and bad and the movie is unintentially funny""}]",I expect most people to agree with me.,,,,334
19183,deliberation-sarcasm,2087,depth,13,7767,sarcastic,1,"[{""comment"": """", ""start"": 527, ""end"": 634, ""quote"": ""How exciting? No, not really -  especially when there is so much maudlin dialog spread throughout this film""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,69,breadth,3,5442,sarcastic,0.5,"[{""comment"": """", ""start"": 461, ""end"": 526, ""quote"": ""But this time, girls, there are boys with no shirts = werewolves!""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind.""]", i suspect most people have varying degrees of agreeing on sarcasm,"Yes, a group discussion would help to resolve the case.",334
19183,deliberation-sarcasm,887,breadth,25,5409,not_sarcastic,0.5,"[{""comment"": ""straightforward and not sarcastic"", ""start"": 637, ""end"": 798, ""quote"": ""I have to give credit to the marketing people and the producers. They managed to create something that can directly tap into the pre-teen, teen female movie-goer""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,8414,breadth,27,5417,sarcastic,1,"[{""comment"": ""sarcasm here, definitely"", ""start"": 527, ""end"": 557, ""quote"": ""How exciting? No, not really -""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,2126,breadth,9,8067,not_sarcastic,1,"[{""comment"": """", ""start"": 637, ""end"": 798, ""quote"": ""I have to give credit to the marketing people and the producers. They managed to create something that can directly tap into the pre-teen, teen female movie-goer""}]",I expect most people to agree with me.,,,,599
19183,deliberation-sarcasm,2817,breadth,7,5145,sarcastic,1,"[{""comment"": """", ""start"": 304, ""end"": 345, ""quote"": ""Slow moving, a little flat, but tolerable""}]",I expect most people to agree with me.,,,,308
19183,deliberation-sarcasm,309,breadth,1,5218,sarcastic,1,"[{""comment"": """", ""start"": 527, ""end"": 555, ""quote"": ""How exciting? No, not really""}]",I expect most people to agree with me.,,,,308
19183,deliberation-sarcasm,5917,breadth,9,8057,sarcastic,0.5,"[{""comment"": ""states that the only thing the movie has going for it the romance notion to get preteens and teens attention"", ""start"": 131, ""end"": 262, ""quote"": ""Bart Simpson put it best \""only a girl could make a movie with vampires and werewolves boring..\"" That describes \""New Moon\"" perfectly""}]",I expect most people to agree with me.,,,,599
19183,deliberation-sarcasm,456,breadth,13,5735,sarcastic,0.5,"[{""comment"": """", ""start"": 462, ""end"": 540, ""quote"": ""ut this time, girls, there are boys with no shirts = werewolves! How exciting?""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,1080,depth,11,3952,sarcastic,1,"[{""comment"": ""Exaggerates excitement then follows up with his true feeling, that it wasn't exciting at all."", ""start"": 515, ""end"": 555, ""quote"": ""werewolves! How exciting? No, not really""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,2876,breadth,30,5874,sarcastic,1,"[{""comment"": ""Says something with a question and then disagrees with it. "", ""start"": 527, ""end"": 555, ""quote"": ""How exciting? No, not really""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,6368,breadth,24,6842,not_sarcastic,1,"[{""comment"": """", ""start"": 1090, ""end"": 1223, ""quote"": ""But is the film deserving of such attention? No, its not well made, the acting is boring and bad and the movie is unintentially funny""}, {""comment"": """", ""start"": 637, ""end"": 798, ""quote"": ""I have to give credit to the marketing people and the producers. They managed to create something that can directly tap into the pre-teen, teen female movie-goer""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,4080,depth,12,7675,not_sarcastic,0.5,"[{""comment"": """", ""start"": 157, ""end"": 223, ""quote"": ""only a girl could make a movie with vampires and werewolves boring""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,909,breadth,9,8038,sarcastic,1,"[{""comment"": ""clear sarcasm"", ""start"": 461, ""end"": 634, ""quote"": ""But this time, girls, there are boys with no shirts = werewolves! How exciting? No, not really -  especially when there is so much maudlin dialog spread throughout this film""}]",I expect most people to agree with me.,,,,599
19183,deliberation-sarcasm,128,breadth,3,5094,not_sarcastic,1,"[{""comment"": """", ""start"": 1135, ""end"": 1223, ""quote"": ""No, its not well made, the acting is boring and bad and the movie is unintentially funny""}]",I expect most people to agree with me.,,,,308
19183,deliberation-sarcasm,8455,breadth,12,6813,sarcastic,1,"[{""comment"": ""Writer doesn't really think only a girl could do that, or that Bart Simpson is an authority on anything."", ""start"": 157, ""end"": 223, ""quote"": ""only a girl could make a movie with vampires and werewolves boring""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,952,depth,16,6596,not_sarcastic,1,"[{""comment"": ""They list out several reasons as to why they did not like the movie."", ""start"": 1139, ""end"": 1223, ""quote"": ""its not well made, the acting is boring and bad and the movie is unintentially funny""}, {""comment"": ""The reviewer asks a questions sarcastically, but follows it up by denying that it is exciting."", ""start"": 527, ""end"": 555, ""quote"": ""How exciting? No, not really""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,435,depth,17,7980,sarcastic,1,"[{""comment"": """", ""start"": 157, ""end"": 223, ""quote"": ""only a girl could make a movie with vampires and werewolves boring""}, {""comment"": """", ""start"": 527, ""end"": 555, ""quote"": ""How exciting? No, not really""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,8497,depth,11,7897,not_sarcastic,0.5,"[{""comment"": """", ""start"": 265, ""end"": 459, ""quote"": ""The first Twilight film was tolerable. Slow moving, a little flat, but tolerable. Instead of moving things to a new level, New Moon wallows in the same somber material that was in the first film""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,3546,depth,11,3938,sarcastic,1,"[{""comment"": ""This is being critical in a falsely positive way - sarcasm!"", ""start"": 461, ""end"": 540, ""quote"": ""But this time, girls, there are boys with no shirts = werewolves! How exciting?""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,8504,depth,16,8014,not_sarcastic,1,"[{""comment"": """", ""start"": 1135, ""end"": 1223, ""quote"": ""No, its not well made, the acting is boring and bad and the movie is unintentially funny""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,238,depth,11,3942,not_sarcastic,0.5,"[{""comment"": ""Could be considered a bit sarcastic, but most of the review is not sarcastic."", ""start"": 461, ""end"": 540, ""quote"": ""But this time, girls, there are boys with no shirts = werewolves! How exciting?""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,233,breadth,9,8055,not_sarcastic,0.5,"[{""comment"": """", ""start"": 637, ""end"": 700, ""quote"": ""I have to give credit to the marketing people and the producers""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,1175,depth,11,3944,sarcastic,0.5,"[{""comment"": ""sarcastic"", ""start"": 157, ""end"": 201, ""quote"": ""only a girl could make a movie with vampires""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,8372,depth,11,3946,not_sarcastic,0.5,"[{""comment"": """", ""start"": 1139, ""end"": 1223, ""quote"": ""its not well made, the acting is boring and bad and the movie is unintentially funny""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,4146,depth,11,3947,sarcastic,1,"[{""comment"": ""Here, the reviewer is clearly being sarcastic mocking the content of this movie."", ""start"": 461, ""end"": 526, ""quote"": ""But this time, girls, there are boys with no shirts = werewolves!""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,1265,depth,11,3951,not_sarcastic,1,"[{""comment"": """", ""start"": 942, ""end"": 1086, ""quote"": ""The romantic mythology of this age group is a very powerful thing and this film carefully harnesses that energy, generating massive ticket sales""}]",I expect most people to agree with me.,,,,
19183,deliberation-sarcasm,3538,breadth,22,6084,sarcastic,1,"[{""comment"": ""jokee at the movie"", ""start"": 157, ""end"": 223, ""quote"": ""only a girl could make a movie with vampires and werewolves boring""}]",I expect most people to agree with me.,,,,
19184,deliberation-sarcasm,611,depth,16,4175,not_sarcastic,1,"[{""comment"": ""not sarcasm"", ""start"": 127, ""end"": 260, ""quote"": ""Not just for kids.  I am 50 and my mamam is 70+ and we both loved it. I saw this one the the theater but mama is sick and could'nt go""}]",I expect most people to agree with me.,,,,
19184,deliberation-sarcasm,3580,depth,16,4180,not_sarcastic,1,"[{""comment"": """", ""start"": 127, ""end"": 374, ""quote"": ""Not just for kids.  I am 50 and my mamam is 70+ and we both loved it. I saw this one the the theater but mama is sick and could'nt go.  So I bought it for her when it came out.  Home run, loved it!  Good movie and great story for 15, 25, 50 or 70+""}]",I expect most people to agree with me.,,,,
19184,deliberation-sarcasm,8375,depth,16,4217,not_sarcastic,1,"[{""comment"": ""very positive and inclusive"", ""start"": 127, ""end"": 144, ""quote"": ""Not just for kids""}]",I expect most people to agree with me.,,,,
19184,deliberation-sarcasm,318,depth,16,4223,not_sarcastic,1,"[{""comment"": ""This is meant sincerely and not critical."", ""start"": 147, ""end"": 195, ""quote"": ""I am 50 and my mamam is 70+ and we both loved it""}]",I expect most people to agree with me.,,,,
19184,deliberation-sarcasm,843,depth,16,4125,not_sarcastic,1,"[{""comment"": """", ""start"": 305, ""end"": 323, ""quote"": ""Home run, loved it""}]",I expect most people to agree with me.,,,,
19184,deliberation-sarcasm,2599,depth,16,4133,not_sarcastic,1,"[{""comment"": ""None of this review contains sarcasm."", ""start"": 84, ""end"": 127, ""quote"": ""I bought this for my 70+ mama she loves it\""""}]",I expect most people to agree with me.,,,,
19185,deliberation-sarcasm,4150,depth,21,4624,sarcastic,1,"[{""comment"": ""well well"", ""start"": 115, ""end"": 250, ""quote"": ""This DVD will make you thinner, tanner, and more attractive to both men and women. Stuff it in your pants or bra to get that extra edge""}]",I expect most people to agree with me.,,,,
19185,deliberation-sarcasm,3849,depth,21,4626,sarcastic,1,"[{""comment"": """", ""start"": 115, ""end"": 196, ""quote"": ""This DVD will make you thinner, tanner, and more attractive to both men and women""}]",I expect most people to agree with me.,,,,
19185,deliberation-sarcasm,186,depth,29,4302,sarcastic,1,"[{""comment"": ""Hyperbolic claims"", ""start"": 115, ""end"": 196, ""quote"": ""This DVD will make you thinner, tanner, and more attractive to both men and women""}]",I expect most people to agree with me.,,,,
